Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
386,,,,"6PC,4PC",,,"6PC,4PC","6PC,4PC",,,,
387,,,,,,,,,"5PC,4PC",,,
388,,,,,,"3PC,5PC","3PC,5PC","3PC,5PC",,,,
389,,,,"4PC,4PC",,,,,,,,
390,,"4PC,4PC",,,,,,,,,"4PC,4PC","4PC,4PC"
391,,,,,,,,"3PC,3PC","3PC,3PC","3PC,3PC",,
392,,,,,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC"
393,,,,,,"6PC,6PC","6PC,6PC","6PC,6PC",,,,
394,,,,,,"6PC,4PC",,,,"6PC,4PC",,
395,,,,"4PC,6PC",,,,,,,,
396,,,,"4PC,5PC",,,,,,,,"4PC,5PC"
397,,,,,,,,,"6PC,6PC","6PC,6PC","6PC,6PC",
398,,"4PC,4PC",,,,,,,,,,
399,,,,,,"6PC,4PC","6PC,4PC",,,,,
400,,,"4PC,4PC","4PC,4PC",,,,,,,,
401,,"3PC,3PC",,,,,,,,,,
402,,,"6PC,5PC",,,"6PC,5PC","6PC,5PC",,,,,
403,,,"5PC,4PC","5PC,4PC",,"5PC,4PC",,,,,,
404,,,,"5PC,4PC",,,,,"5PC,4PC",,"5PC,4PC",
405,,,,,,,,"4PC,5PC",,,,
406,,,"4PC,4PC",,,"4PC,4PC",,,,,,"4PC,4PC"
407,,,,"4PC,6PC",,"4PC,6PC","4PC,6PC",,,,,
408,,,"6PC,3PC","6PC,3PC",,,,"6PC,3PC",,,,
409,,,"6PC,4PC","6PC,4PC",,"6PC,4PC",,,,,,
410,,,"4PC,3PC","4PC,3PC",,"4PC,3PC",,,,,,
411,,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC",,,
412,,,,"3PC,4PC",,"3PC,4PC","3PC,4PC",,,,,
413,,,"3PC,4PC","3PC,4PC",,"3PC,4PC",,,,,,
414,,,,,,,,,"6PC,4PC",,,
415,,,,,,,,,,,,"3PC,6PC"
416,,"3PC,4PC",,,,,,,,,,
417,,,,,,,,,"6PC,6PC",,,
418,,,"3PC,4PC",,,"3PC,4PC",,,,,"3PC,4PC",
419,,,,,,,"4PC,6PC","4PC,6PC","4PC,6PC",,,
420,,,"6PC,5PC","6PC,5PC",,,"6PC,5PC",,,,,
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
421,,,,,,,"3PC,3PC","3PC,3PC","3PC,3PC",,,
422,,,,,,,"5PC,6PC","5PC,6PC",,,"5PC,6PC",
423,,,,"2PC,3PC",,"2PC,3PC",,,,,,
424,,,"6PC,3PC","6PC,3PC",,,,,,,,"6PC,3PC"
425,,,,,,,,,,"6PC,6PC","6PC,6PC","6PC,6PC"
426,,,"3PC,4PC","3PC,4PC",,,"3PC,4PC",,,,,
427,,,,,,,"6PC,5PC",,,"6PC,5PC",,
428,,,,"4PC,4PC",,,"4PC,4PC","4PC,4PC",,,,
429,,,"6PC,5PC",,,"6PC,5PC","6PC,5PC",,,,,
430,,,,,,,,,"6PC,6PC","6PC,6PC","6PC,6PC",
431,,,,"4PC,6PC",,"4PC,6PC","4PC,6PC",,,,,
432,,,,,"4PC,2PC",,,,,,,
433,,,,,,,"6PC,5PC",,,"6PC,5PC",,"6PC,5PC"
434,,,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",
435,,"2PC,2PC","2PC,2PC","2PC,2PC",,,,,,,,
436,,"4PC,4PC",,,,,,,,,,"4PC,4PC"
437,,,"6PC,5PC",,,,,,,,,
438,,,,,,,,"6PC,5PC",,,"6PC,5PC","6PC,5PC"
439,,,,"6PC,4PC",,,,,,"6PC,4PC","6PC,4PC",
440,,,,,,,,,"4PC,4PC",,,
441,,,,,,"6PC,4PC","6PC,4PC",,,,,"6PC,4PC"
442,,,,,,,,,"6PC,6PC","6PC,6PC",,
443,,,"4PC,5PC","4PC,5PC",,,,,,,,
444,,,"6PC,5PC",,"6PC,5PC",,,,,,,"6PC,5PC"
445,,,"3PC,3PC","3PC,3PC","3PC,3PC",,,,,,,
446,,,,,,"6PC,4PC",,,,"6PC,4PC","6PC,4PC",
447,,,,,,"6PC,3PC","6PC,3PC",,,"6PC,3PC",,
448,,,,,,"6PC,6PC",,,"6PC,6PC","6PC,6PC",,
449,,,,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",
450,,,,"6PC,4PC",,"6PC,4PC",,,,,"6PC,4PC",
451,,,,,,,,,"4PC,3PC",,,
452,,,"5PC,4PC","5PC,4PC",,,,,,,"5PC,4PC",
453,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",,,
454,,,,,,"5PC,5PC","5PC,5PC",,,,"5PC,5PC",
455,,,,"6PC,3PC",,,"6PC,3PC",,,,,
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
456,,,,,,,,,,,"3PC,4PC",
457,,,,,"4PC,4PC",,,,,,,
458,,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC",,,
459,,,,"6PC,5PC","6PC,5PC",,,,,,,"6PC,5PC"
460,,,,,,,"3PC,3PC","3PC,3PC","3PC,3PC",,,
461,,,"6PC,5PC",,"6PC,5PC",,,,,,,"6PC,5PC"
462,,,,,,"5PC,6PC","5PC,6PC","5PC,6PC",,,,
463,,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC",
464,,,,,,,,"3PC,4PC","3PC,4PC",,"3PC,4PC",
465,,,,,,"4PC,4PC",,,,"4PC,4PC","4PC,4PC",
466,,,"6PC,5PC","6PC,5PC",,"6PC,5PC",,,,,,
467,,,,,,,"4PC,6PC",,,"4PC,6PC","4PC,6PC",
468,,,,"4PC,4PC","4PC,4PC","4PC,4PC",,,,,,
469,,,,,,,,,,"4PC,4PC","4PC,4PC","4PC,4PC"
470,,,,,,"4PC,4PC",,,"4PC,4PC",,,"4PC,4PC"
471,,"3PC,4PC","3PC,4PC","3PC,4PC",,,,,,,,
472,,,"5PC,4PC","5PC,4PC",,,"5PC,4PC",,,,,
473,,,,,,"4PC,3PC","4PC,3PC",,,"4PC,3PC",,
474,,"3PC,4PC",,,,,,"3PC,4PC","3PC,4PC",,,
475,,,"4PC,5PC",,,,,"4PC,5PC",,,"4PC,5PC",
476,,,"4PC,5PC","4PC,5PC",,,,,,,,"4PC,5PC"
477,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC",,,,
478,,,,"3PC,4PC",,,,,,,,
479,,,,,,,,"3PC,6PC","3PC,6PC","3PC,6PC",,
480,,,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",
481,,,"6PC,5PC",,,,,"6PC,5PC",,"6PC,5PC",,
482,,,,,"3PC,4PC","3PC,4PC","3PC,4PC",,,,,
483,,,,,,"6PTS,6PTS",,,,,,
484,,,,,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC"
485,,,"4PC,5PC",,,,,,,"4PC,5PC","4PC,5PC",
486,,,,,,,,,,"3PC,4PC",,
487,,,,,,,,,,"6PC,5PC",,
488,,,"6PC,3PC","6PC,3PC","6PC,3PC",,,,,,,
489,,,"4PC,6PC","4PC,6PC",,"4PC,6PC",,,,,,
490,,"6PC,6PC",,,,,,,,"6PC,6PC","6PC,6PC",
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
491,,,,,,,,,,"5PC,4PC",,
492,,,,,,,,,,,,"6PC,5PC"
493,,,,"3PC,3PC",,,,,,,,
494,,,,"3PC,3PC","3PC,3PC",,,,,,,
495,,,,"6PC,5PC",,"6PC,5PC","6PC,5PC",,,,,
496,,,,"5PC,4PC",,"5PC,4PC","5PC,4PC",,,,,
497,,"4PC,4PC","4PC,4PC",,"4PC,4PC",,,,,,,
498,,,,,,,,,,"6PTS,6PTS",,
499,,,,,,,,,,"4PC,3PC",,
500,,"6PC,6PC",,,,,,,,,"6PC,6PC","6PC,6PC"
501,,,,,,,,,"4PC,5PC",,,
502,,,,,,,"3PC,3PC",,,,,"3PC,3PC"
503,,,,,,,,,"5PC,6PC","5PC,6PC","5PC,6PC",
504,,,"4PC,6PC","4PC,6PC",,"4PC,6PC",,,,,,
505,,,,,,"4PC,5PC",,,,"4PC,5PC",,"4PC,5PC"
506,,,,,,,,,,,,"6PC,5PC"
507,,,,,,"6PC,5PC",,,,"6PC,5PC","6PC,5PC",
508,,,,"4PC,5PC","4PC,5PC",,,,,,,
509,,,,,,,,,,,"4PC,6PC","4PC,6PC"
510,,"4PC,3PC","4PC,3PC","4PC,3PC",,,,,,,,
511,,"4PC,4PC","4PC,4PC","4PC,4PC",,,,,,,,
512,,,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC"
513,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",,,,,
514,,"4PC,6PC","4PC,6PC",,,,,,,,,
515,,,,,,,"5PC,6PC","5PC,6PC",,"5PC,6PC",,
516,,,,"2PC,2PC",,,,,,,,
517,,,"6PC,5PC","6PC,5PC",,,,"6PC,5PC",,,,
518,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",,,,
519,,,,,,,,,,"6PC,6PC",,
520,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",,,,
521,,,,,,,,,,,"5PC,5PC","5PC,5PC"
522,,,,"6PTS,6PTS",,,,,,"6PTS,6PTS",,
523,,,,,,"5PC,6PC",,,,,"5PC,6PC","5PC,6PC"
524,,,,,,,,,,"4PC,6PC","4PC,6PC","4PC,6PC"
525,,,,,,"2PC,2PC",,"2PC,2PC","2PC,2PC",,,
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
526,,,,,,,"3PC,4PC","3PC,4PC",,,"3PC,4PC",
527,,,,"4PC,4PC",,,,,,,"4PC,4PC","4PC,4PC"
528,,,,,,,,,"4PC,5PC","4PC,5PC",,
529,,,,,,,,,"4PC,4PC","4PC,4PC","4PC,4PC",
530,,,"2PC,2PC","2PC,2PC",,"2PC,2PC",,,,,,
531,,,,,,"6PTS,6PC",,,,,,
532,,,,,,,"4PC,4PC","4PC,4PC","4PC,4PC",,,
533,,,,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC",
534,,"6PC,4PC",,,,"6PC,4PC","6PC,4PC",,,,,
535,,,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC"
536,,,"2PC,3PC","2PC,3PC",,"2PC,3PC",,,,,,
537,,,,,,,,,,"5PC,6PC","5PC,6PC","5PC,6PC"
538,,,"6PC,5PC",,,,,,,,,
539,,,,,,,"4PC,5PC",,,,,
540,,,,,,,,"3PC,3PC","3PC,3PC","3PC,3PC",,
541,,,,"4PC,5PC",,"4PC,5PC","4PC,5PC",,,,,
542,,,,,,,,,,"4PC,6PC","4PC,6PC","4PC,6PC"
543,,,"6PC,6PC","6PC,6PC",,,,,,,,
544,,,,,,,"4PC,5PC","4PC,5PC",,"4PC,5PC",,
545,,"4PC,4PC","4PC,4PC",,,,,,,,,
546,,,"4PC,6PC",,,"4PC,6PC",,"4PC,6PC",,,,
547,,,,,,,,,"4PC,4PC",,"4PC,4PC",
548,,,"4PC,4PC","4PC,4PC",,,,,,,"4PC,4PC",
549,,,"3PC,3PC","3PC,3PC",,,,"3PC,3PC",,,,
550,,,"6PC,4PC",,,,,,,,"6PC,4PC","6PC,4PC"
551,,,"6PC,4PC",,,,,"6PC,4PC","6PC,4PC",,,
552,,,,,,,,,"4PC,5PC",,"4PC,5PC","4PC,5PC"
553,,,,,,,,,,,"4PC,4PC","4PC,4PC"
554,,,,,,,,"4PC,4PC","4PC,4PC","4PC,4PC",,
555,,,,,,,,,,,"5PC,6PC","5PC,6PC"
556,,"5PC,5PC","5PC,5PC",,,,,,,,,"5PC,5PC"
557,,"5PC,4PC",,,,,,,,,,"5PC,4PC"
558,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",,,
559,,,"6PC,6PC",,,,,,,,,
560,,,,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
561,,,,,,,"6PC,6PC","6PC,6PC","6PC,6PC",,,
562,,,"5PC,4PC","5PC,4PC",,,,,,"5PC,4PC",,
563,,,"5PC,4PC","5PC,4PC",,"5PC,4PC",,,,,,
564,"4PC,3PC","4PC,3PC",,,,,,,,,,
565,,,,,,,,,,,"3PC,4PC","3PC,4PC"
566,,,,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",
567,,,,,,,"6PC,6PC","6PC,6PC","6PC,6PC",,,
568,,,"4PC,3PC","4PC,3PC",,"4PC,3PC",,,,,,
569,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC",,,,
570,,"4PC,3PC","4PC,3PC","4PC,3PC",,,,,,,,
571,,,"4PC,6PC","4PC,6PC",,"4PC,6PC",,,,,,
572,,,,,,,,,"4PC,4PC","4PC,4PC","4PC,4PC",
573,,,,,,"4PC,5PC",,,,"4PC,5PC","4PC,5PC",
574,"4PC,4PC","4PC,4PC","4PC,4PC",,,,,,,,,
575,,,,,,"4PC,6PTS",,,,"4PC,6PTS","4PC,6PTS",
576,,,"6PC,5PC",,,,,"6PC,5PC",,,"6PC,5PC",
577,,,,,,,,,"3PC,3PC","3PC,3PC",,
578,,,,"6PC,4PC",,"6PC,4PC","6PC,4PC",,,,,
579,"3PC,4PC","3PC,4PC","3PC,4PC",,,,,,,,,
580,,,,"4PC,6PC",,"4PC,6PC","4PC,6PC",,,,,
581,,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC",,,
582,,,"5PC,6PC",,,,,"5PC,6PC",,"5PC,6PC",,
583,,"3PC,4PC",,,,,,,,,,
584,,,"4PC,5PC",,,,,,,,"4PC,5PC","4PC,5PC"
585,,,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",
586,,,"4PC,4PC",,,,,,,,"4PC,4PC","4PC,4PC"
587,,"5PC,6PC",,,,,,,,,,"5PC,6PC"
588,,,"6PC,5PC","6PC,5PC",,,,,,,"6PC,5PC",
589,,,,,,"3PC,4PC","3PC,4PC",,,,,
590,,,"6PC,6PC",,,,,,,,,
591,,,,,,"6PC,4PC",,,,,"6PC,4PC","6PC,4PC"
592,,,,,,"3PC,4PC","3PC,4PC",,,,,
593,,"4PC,4PC",,,,"4PC,4PC",,"4PC,4PC",,,,
594,,,"2PC,3PC",,,,,"2PC,3PC","2PC,3PC",,,
595,,,,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC"
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
596,,,,"6PC,6PC",,,,"6PC,6PC",,"6PC,6PC",,
597,,,,,,,,,,"6PC,5PC",,
598,,,,,,,,,"5PC,4PC","5PC,4PC",,
599,,,,,,,,,"6PC,5PC",,"6PC,5PC","6PC,5PC"
600,,,,,,"6PC,4PC",,,"6PC,4PC","6PC,4PC",,
601,,,,"4PC,6PC",,,,"4PC,6PC","4PC,6PC",,,
602,,,"4PC,5PC","4PC,5PC","4PC,5PC",,,,,,,
603,,,,,,"6PC,5PC","6PC,5PC",,,,"6PC,5PC",
604,,,,,"6PC,6PC",,,,,,,
605,,,,,,,"4PC,4PC","4PC,4PC","4PC,4PC",,,
606,,"5PC,6PC",,,"5PC,6PC",,,"5PC,6PC",,,,
607,,,,,,"5PC,4PC","5PC,4PC","5PC,4PC",,,,
608,,,,"4PC,6PC",,"4PC,6PC",,,"4PC,6PC",,,
609,,,,,,,,,,"6PTS,6PTS","6PTS,6PTS",
610,,,"4PC,6PC","4PC,6PC",,"4PC,6PC",,,,,,
611,,,,,,"3PC,3PC",,,"3PC,3PC",,,"3PC,3PC"
612,,,"3PC,3PC","3PC,3PC",,,,"3PC,3PC",,,,
613,"3PC,3PC","3PC,3PC",,"3PC,3PC",,,,,,,,
614,,,,,,,,,,"5PC,5PC","5PC,5PC",
615,,,,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",
616,,,"5PC,4PC","5PC,4PC",,"5PC,4PC",,,,,,
617,,,,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",
618,,,"6PC,6PC",,,,,,,,"6PC,6PC","6PC,6PC"
619,,,"6PTS,6PC","6PTS,6PC",,"6PTS,6PC",,,,,,
620,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC",,
621,,,,,,,,,,,"4PC,4PC","4PC,4PC"
622,,,,,,,"4PC,5PC",,,,"4PC,5PC","4PC,5PC"
623,,,"6PTS,4PC","6PTS,4PC",,"6PTS,4PC",,,,,,
624,,,,,,,,,,,"5PC,4PC","5PC,4PC"
625,,,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC"
626,,,"4PC,6PC",,,,,,,,,
627,,,,,,,,,,"5PC,6PC","5PC,6PC","5PC,6PC"
628,,,"4PC,4PC",,,"4PC,4PC","4PC,4PC",,,,,
629,,,,,,,,,,"3PC,6PC","3PC,6PC","3PC,6PC"
630,,"4PC,5PC","4PC,5PC",,,,,,,,,"4PC,5PC"
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
631,,,"5PC,4PC",,,,,,,,"5PC,4PC","5PC,4PC"
632,,,"5PC,6PC",,,,,,,"5PC,6PC","5PC,6PC",
633,"4PC,4PC","4PC,4PC",,,,,,,"4PC,4PC",,,
634,,,,,,"6PC,4PC",,"6PC,4PC",,,"6PC,4PC",
635,,,"4PC,6PTS","4PC,6PTS",,"4PC,6PTS",,,,,,
636,,,,,,,"4PC,5PC",,,,,
637,,,,"6PC,5PC",,"6PC,5PC",,,,"6PC,5PC",,
638,,,,"6PC,5PC",,,"6PC,5PC",,"6PC,5PC",,,
639,,,,"3PC,4PC",,"3PC,4PC","3PC,4PC",,,,,
640,,,,"5PC,6PC",,,,,,,"5PC,6PC","5PC,6PC"
641,,"3PC,3PC","3PC,3PC","3PC,3PC",,,,,,,,
642,,,"6PC,6PC","6PC,6PC",,,,"6PC,6PC",,,,
643,,,,,,,,"4PC,6PC","4PC,6PC","4PC,6PC",,
644,,,"6PC,4PC",,,,,"6PC,4PC",,,"6PC,4PC",
645,,,,"5PC,6PC","5PC,6PC",,,,,"5PC,6PC",,
646,,,,,,,"4PC,4PC","4PC,4PC","4PC,4PC",,,
647,,,,"2PC,2PC",,"2PC,2PC",,,"2PC,2PC",,,
648,,,,,,,,,,"4PC,6PC","4PC,6PC","4PC,6PC"
649,,,,"6PC,5PC",,"6PC,5PC",,,,,,"6PC,5PC"
650,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",,,,
651,,,"5PC,4PC","5PC,4PC",,"5PC,4PC",,,,,,
652,"3PC,3PC","3PC,3PC","3PC,3PC",,,,,,,,,
653,,,,,,"4PC,4PC","4PC,4PC",,,,"4PC,4PC",
654,,,,,,,,,,"5PC,6PC","5PC,6PC","5PC,6PC"
655,,,,,,,"5PC,5PC","5PC,5PC","5PC,5PC",,,
656,,,"4PC,6PC",,,,"4PC,6PC","4PC,6PC",,,,
657,,,"6PC,6PC","6PC,6PC",,,,,,,,
658,,,,,,,,,,"6PC,6PC","6PC,6PC","6PC,6PC"
659,,,"3PC,4PC","3PC,4PC",,,,,,,"3PC,4PC",
660,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC",,
661,,"4PC,4PC","4PC,4PC",,,,,,,,,"4PC,4PC"
662,,,"5PC,3PC","5PC,3PC",,"5PC,3PC",,,,,,
663,,,"4PC,6PC","4PC,6PC",,,,"4PC,6PC",,,,
664,,,,,,,,"5PC,4PC","5PC,4PC","5PC,4PC",,
665,,,,,,"2PC,4PC",,"2PC,4PC","2PC,4PC",,,
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
666,,,,,,,,,,"3PC,4PC","3PC,4PC",
667,,,,,,,,,,"4PC,6PTS","4PC,6PTS",
668,,,,,,,"4PC,3PC","4PC,3PC",,,"4PC,3PC",
669,,"2PC,2PC",,,,,,"2PC,2PC",,,,
670,,,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC"
671,,,"3PC,4PC",,,,,,,,"3PC,4PC","3PC,4PC"
672,"2PC,3PC",,,"2PC,3PC",,"2PC,3PC",,,,,,
673,,,,"6PC,5PC",,,,"6PC,5PC","6PC,5PC",,,
674,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",,,,
675,,,,"5PC,5PC","5PC,5PC",,,,,,,
676,,,,,,,"6PC,6PC","6PC,6PC","6PC,6PC",,,
677,,,,,,,,"5PC,4PC","5PC,4PC","5PC,4PC",,
678,,,"6PC,5PC",,,,,"6PC,5PC","6PC,5PC",,,
679,,,,,,,,,,"3PC,4PC","3PC,4PC","3PC,4PC"
680,,,,,,,,,"3PC,3PC","3PC,3PC","3PC,3PC",
681,,,,,,"6PTS,6PTS","6PTS,6PTS",,,"6PTS,6PTS",,
682,,,,,"6PTS,6PTS","6PTS,6PTS","6PTS,6PTS",,,,,
683,,,,,,,,,"4PC,3PC",,"4PC,3PC","4PC,3PC"
684,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",,,
685,,,,"6PTS,4PC",,,,,,,,
686,,,,,,,"6PC,6PC",,,,,
687,,,,,,,,,,"6PC,6PC",,"6PC,6PC"
688,,,,,,,,"4PC,4PC","4PC,4PC",,,
689,,,"3PC,3PC","3PC,3PC",,,,,,,"3PC,3PC",
690,,,"4PC,4PC","4PC,4PC",,,,,,,,"4PC,4PC"
691,,,,,,,,,,"6PC,5PC","6PC,5PC",
692,,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",,,
693,"3PC,4PC",,,"3PC,4PC",,,,,,,,"3PC,4PC"
694,,,,,,"6PC,5PC",,"6PC,5PC","6PC,5PC",,,
695,,,,,,,,"3PC,2PC",,,"3PC,2PC","3PC,2PC"
696,,,"2PC,3PC","2PC,3PC",,"2PC,3PC",,,,,,
697,,,"3PC,6PTS",,,,,,,,,
698,,,,,,"4PC,6PTS","4PC,6PTS",,,"4PC,6PTS",,
699,,,,"4PC,5PC",,"4PC,5PC","4PC,5PC",,,,,
700,,,,,"3PC,4PC","3PC,4PC","3PC,4PC",,,,,
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
701,,,,,,,,,,,"3PC,4PC","3PC,4PC"
702,,,"5PC,4PC","5PC,4PC",,,"5PC,4PC",,,,,
703,,,,,,,,"2PC,2PC","2PC,2PC","2PC,2PC",,
704,,,,"6PC,5PC",,,,"6PC,5PC","6PC,5PC",,,
705,,,"6PC,5PC","6PC,5PC",,"6PC,5PC",,,,,,
706,,,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC"
707,,,"3PC,6PC",,,,,,,"3PC,6PC","3PC,6PC",
708,,,"6PTS,3PC","6PTS,3PC",,"6PTS,3PC",,,,,,
709,,,,"5PC,6PC","5PC,6PC",,,,,"5PC,6PC",,
710,,"3PC,3PC",,,,,,,,,"3PC,3PC","3PC,3PC"
711,,,,,,,,,,"4PC,3PC","4PC,3PC","4PC,3PC"
712,,,,,,,,,,,"4PC,4PC",
713,,,,,,"6PC,4PC","6PC,4PC",,,,,"6PC,4PC"
714,,,,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC"
715,,"6PC,4PC","6PC,4PC","6PC,4PC",,,,,,,,
716,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",,,,
717,,,,,,,"4PC,3PC","4PC,3PC",,"4PC,3PC",,
718,,,"6PTS,6PTS","6PTS,6PTS",,,,,,,,
719,,,"6PC,4PC","6PC,4PC",,,,,,,,
720,,"4PC,4PC",,"4PC,4PC",,,,,,"4PC,4PC",,
721,,,,,,,,"6PC,5PC","6PC,5PC",,,
722,,,"4PC,5PC",,,,,"4PC,5PC",,,"4PC,5PC",
723,,,"6PC,4PC","6PC,4PC",,,,,,,,
724,,,"6PC,5PC","6PC,5PC",,"6PC,5PC",,,,,,
725,,,,,,,,,,"3PC,3PC","3PC,3PC","3PC,3PC"
726,,,,,,,,,,"2PC,3PC","2PC,3PC",
727,,,"3PC,3PC",,,,,,,,,
728,,,,"5PC,6PC",,,"5PC,6PC",,,,,
729,,,,,,,,,,"6PC,6PC",,
730,,,,"6PC,5PC",,,,,,"6PC,5PC","6PC,5PC",
731,,,"6PC,5PC","6PC,5PC",,"6PC,5PC",,,,,,
732,,,,,,,,,,"3PC,6PC","3PC,6PC",
733,,,,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC"
734,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",,,,,
735,"3PC,3PC",,,"3PC,3PC",,"3PC,3PC",,,,,,
Waiting List #,May 31 - June 3,June 3 - 6,June 7-13,June 14-20,June 21-27,June 28-July 4,July 5-11,July 12-18,July 19-25,July 26-Aug 1,Aug 2-8,Aug 9-15
736,,,,"4PC,4PC",,,,,,,,
737,,,,"5PC,6PC","5PC,6PC","5PC,6PC",,,,,,
738,,,,,,"6PTS,6PC",,,,"6PTS,6PC","6PTS,6PC",
739,,,"4PC,2PC","4PC,2PC",,"4PC,2PC",,,,,,
740,"3PC,3PC","3PC,3PC","3PC,3PC",,,,,,,,,
741,,,,,,,,"4PC,6PC",,,,
742,,,,"6PC,6PC",,,,,,,,
743,,,"3PC,3PC","3PC,3PC",,,,,,,,
744,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",,,,
745,,,"4PC,6PTS","4PC,6PTS",,"4PC,6PTS",,,,,,
746,,,,,,,,,,,"4PC,5PC","4PC,5PC"
747,,,,"6PTS,6PC",,"6PTS,6PC",,,,,,
748,,"5PC,6PC",,,,,,,,,,
749,,,,,,,,,,,"4PC,4PC","4PC,4PC"
750,,,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",
751,,,"6PC,5PC","6PC,5PC",,"6PC,5PC",,,,,,
752,,"4PC,5PC","4PC,5PC",,,,,,,,,"4PC,5PC"
753,,,,,,,,,,"6PC,4PC","6PC,4PC","6PC,4PC"
754,,,,,,,,,,"3PC,3PC","3PC,3PC","3PC,3PC"
755,,,,,,,,,"6PTS,6PTS",,,
756,,,,,,,,,,,"6PC,5PC","6PC,5PC"
757,,,,,,,,"5PC,6PC","5PC,6PC","5PC,6PC",,
758,,,"6PC,6PC","6PC,6PC",,,,,,,,
759,,"3PC,4PC","3PC,4PC","3PC,4PC",,,,,,,,
760,,,,,,"4PC,5PC","4PC,5PC","4PC,5PC",,,,
761,,,,,,,,,"6PC,5PC","6PC,5PC","6PC,5PC",
762,,,,"5PC,6PC",,,"5PC,6PC",,,,,
763,,,,"6PC,5PC",,"6PC,5PC","6PC,5PC",,,,,
764,"3PC,4PC","3PC,4PC",,,,,,,,,,
765,,,,,"4PC,6PC",,,"4PC,6PC",,,,
766,,,"5PC,6PC","5PC,6PC",,,,,,,,
